Ticker,Name,Sector,GICS Sub-Industry
PAYX,PAYCHEX INC,Information Technology,
PCAR,PACCAR INC,Industrials,
PCG,PG&E CORP,Utilities,
PEAK,HEALTHPEAK PROPERTIES INC,Real Estate,
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,
PEP,PEPSICO INC,Consumer Staples,
PFE,PFIZER INC,Health Care,
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,
PG,PROCTER & GAMBLE,Consumer Staples,
PGHN.SW,PARTNERS GROUP HOLDING AG,Financials,
PGR,PROGRESSIVE CORP,Financials,
PH,PARKER-HANNIFIN CORP,Industrials,
PHIA.AS,KONINKLIJKE PHILIPS NV,Health Care,
PHM,PULTEGROUP INC,Consumer Discretionary,
PHNX.L,PHOENIX GROUP HOLDINGS PLC,Financials,
PINS,PINTEREST INC CLASS A,Communication,
PKG,PACKAGING CORP OF AMERICA,Materials,
PKI,PERKINELMER INC,Health Care,
PKI.TO,PARKLAND CORP,Energy,
PLD,PROLOGIS REIT INC,Real Estate,
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,
PLUG,PLUG POWER INC,Industrials,
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,
PNDORA.CO,PANDORA,Consumer Discretionary,
PNR,PENTAIR,Industrials,
PNW,PINNACLE WEST CORP,Utilities,
PODD,INSULET CORP,Health Care,
POLI.TA,BANK HAPOALIM BM,Financials,
POOL,POOL CORP,Consumer Discretionary,
POW.TO,POWER CORPORATION OF CANADA,Financials,
PPD,PPD INC,Health Care,
PPG,PPG INDUSTRIES INC,Materials,
PPL,PPL CORP,Utilities,
PPL.TO,PEMBINA PIPELINE CORP,Energy,
PROX.BR,PROXIMUS NV,Communication,
PRU,PRUDENTIAL FINANCIAL INC,Financials,
PRU.L,PRUDENTIAL PLC,Financials,
PRX.AS,PROSUS NV,Consumer Discretionary,
PRY.MI,PRYSMIAN,Industrials,
PSA,PUBLIC STORAGE REIT,Real Estate,
PSN.L,PERSIMMON PLC,Consumer Discretionary,
PSON.L,PEARSON PLC,Communication,
PST.MI,POSTE ITALIANE,Financials,
PSX,PHILLIPS,Energy,
PTC,PTC INC,Information Technology,
PTON,PELOTON INTERACTIVE CLASS A INC,Consumer Discretionary,
PUB.PA,PUBLICIS GROUPE SA,Communication,
PUM.DE,PUMA,Consumer Discretionary,
PXD,PIONEER NATURAL RESOURCE,Energy,
PYPL,PAYPAL HOLDINGS INC,Information Technology,
QAN.AX,QANTAS AIRWAYS LTD,Industrials,
QBE.AX,QBE INSURANCE GROUP LTD,Financials,
QBR.B.TO,QUEBECOR INC CLASS B,Communication,
QCOM,QUALCOMM INC,Information Technology,
QIA.AS,QIAGEN NV,Health Care,
QRVO,QORVO INC,Information Technology,
QSR.TO,RESTAURANTS BRANDS INTERNATIONAL I,Consumer Discretionary,
RAA.DE,RATIONAL AG,Industrials,
RACE,FERRARI NV,Consumer Discretionary,
RAND.AS,RANDSTAD HOLDING,Industrials,
RBA.TO,RITCHIE BROS AUCTIONEERS INC,Industrials,
RBI.VI,RAIFFEISEN BANK INTERNATIONAL AG,Financials,
RCI.B.TO,ROGERS COMMUNICATIONS NON-VOTING I,Communication,
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,
RCO.PA,REMY COINTREAU SA,Consumer Staples,
RDSA.L,ROYAL DUTCH SHELL PLC,Energy,
RDSB.L,ROYAL DUTCH SHELL PLC CLASS B,Energy,
RE,EVEREST RE GROUP LTD,Financials,
REA.AX,REA GROUP LTD,Communication,
REC.MI,RECORDATI INDUSTRIA CHIMICA E FARM,Health Care,
REE.MC,RED ELECTRICA SA,Utilities,
REG,REGENCY CENTERS REIT CORP,Real Estate,
REGN,REGENERON PHARMACEUTICALS INC,Health Care,
REH.AX,REECE LTD,Industrials,
REI-UN.TO,RIOCAN REAL ESTATE INVESTMENT TRUS,Real Estate,
REL.L,RELX PLC,Industrials,
REP.MC,REPSOL SA,Energy,
RF,REGIONS FINANCIAL CORP,Financials,
RF.PA,EURAZEO,Financials,
RHC.AX,RAMSAY HEALTH CARE LTD,Health Care,
RHI,ROBERT HALF,Industrials,
RI.PA,PERNOD RICARD SA,Consumer Staples,
RIO.AX,RIO TINTO LTD,Materials,
RIO.L,RIO TINTO PLC,Materials,
RJF,RAYMOND JAMES INC,Financials,
RKT.L,RECKITT BENCKISER GROUP PLC,Consumer Staples,
RMD,RESMED INC,Health Care,
RMS.PA,HERMES INTERNATIONAL,Consumer Discretionary,
RNG,RINGCENTRAL INC CLASS A,Information Technology,
RNO.PA,RENAULT SA,Consumer Discretionary,
RNR,RENAISSANCERE HOLDING LTD,Financials,
RO.SW,ROCHE HOLDING AG,Health Care,
ROCK-B.CO,ROCKWOOL INTERNATIONAL B,Industrials,
ROG.SW,ROCHE HOLDING PAR AG,Health Care,
ROK,ROCKWELL AUTOMATION INC,Industrials,
ROKU,ROKU INC CLASS A,Communication,
ROL,ROLLINS INC,Industrials,
ROP,ROPER TECHNOLOGIES INC,Industrials,
ROST,ROSS STORES INC,Consumer Discretionary,
RPM,RPM INTERNATIONAL INC,Materials,
RPRX.L,ROYALTY PHARMA PLC CLASS A,Health Care,
RR.L,ROLLS-ROYCE HOLDINGS PLC,Industrials,
RSG,REPUBLIC SERVICES INC,Industrials,
RTO.L,RENTOKIL INITIAL PLC,Industrials,
RTX,RAYTHEON TECHNOLOGIES CORP,Industrials,
RUN,SUNRUN INC,Industrials,
RWE.DE,RWE AG,Utilities,
RY.TO,ROYAL BANK OF CANADA,Financials,
RYM.NZ,RYMAN HEALTHCARE LTD,Health Care,
S32.AX,SOUTH32 LTD,Materials,
S63.SI,SINGAPORE TECHNOLOGIES ENGINEERING,Industrials,
S68.SI,SINGAPORE EXCHANGE LTD,Financials,
SAF.PA,SAFRAN SA,Industrials,
SAM,BOSTON BEER INC CLASS A,Consumer Staples,
SAMPO.HE,SAMPO,Financials,
SAN.MC,BANCO SANTANDER SA,Financials,
SAN.PA,SANOFI SA,Health Care,
SAND.ST,SANDVIK,Industrials,
SAP.DE,SAP,Information Technology,
SAP.TO,SAPUTO INC,Consumer Staples,
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,
SBRY.L,SAINSBURY(J) PLC,Consumer Staples,
SBUX,STARBUCKS CORP,Consumer Discretionary,
SCA-B.ST,SVENSKA CELLULOSA B,Materials,
SCG.AX,SCENTRE GROUP,Real Estate,
SCHA.OL,SCHIBSTED CLASS A,Communication,
SCHB.OL,SCHIBSTED B,Communication,
SCHN.SW,SCHINDLER HOLDING AG,Industrials,
SCHP.SW,SCHINDLER HOLDING PAR AG,Industrials,
SCHW,CHARLES SCHWAB CORP,Financials,
SCMN.SW,SWISSCOM AG,Communication,
SCR.PA,SCOR,Financials,
SDR.L,SCHRODERS PLC,Financials,
SE,SEA ADS REPRESENTING LTD CLASS A,Communication,
SEB-A.ST,SKANDINAVISKA ENSKILDA BANKEN,Financials,
SECU-B.ST,SECURITAS B,Industrials,
SEDG,SOLAREDGE TECHNOLOGIES INC,Information Technology,
SEE,SEALED AIR CORP,Materials,
SEIC,SEI INVESTMENTS,Financials,
SEK.AX,SEEK LTD,Communication,
SEV.PA,SUEZ SA,Utilities,
SGE.L,SAGE GROUP PLC,Information Technology,
SGEN,SEAGEN INC,Health Care,
SGO.PA,COMPAGNIE DE SAINT GOBAIN SA,Industrials,
SGP.AX,STOCKLAND STAPLED UNITS LTD,Real Estate,
SGRE.MC,SIEMENS GAMESA RENEWABLE ENERGY SA,Industrials,
SGRO.L,SEGRO REIT PLC,Real Estate,
SGSN.SW,SGS SA,Industrials,
SHB-A.ST,SVENSKA HANDELSBANKEN-A SHS,Financials,
SHL.AX,SONIC HEALTHCARE LTD,Health Care,
SHL.DE,SIEMENS HEALTHINEERS AG,Health Care,
SHOP.TO,SHOPIFY SUBORDINATE VOTING INC CLA,Information Technology,
SHW,SHERWIN WILLIAMS,Materials,
SIE.DE,SIEMENS N AG,Industrials,
SIKA.SW,SIKA AG,Materials,
SINCH.ST,SINCH,Information Technology,
SIRI,SIRIUS XM HOLDINGS INC,Communication,
SIVB,SVB FINANCIAL GROUP,Financials,
SJM,JM SMUCKER,Consumer Staples,
SJR.B.TO,SHAW COMMUNICATIONS INC CLASS B,Communication,
SK.PA,SEB SA,Consumer Discretionary,
SK3,SMURFIT KAPPA GROUP PLC,Materials,
SKA-B.ST,SKANSKA B,Industrials,
SKF-B.ST,SKF B,Industrials,
SLB,SCHLUMBERGER NV,Energy,
SLF.TO,SUN LIFE FINANCIAL INC,Financials,
SLHN.SW,SWISS LIFE HOLDING AG,Financials,
SMIN.L,SMITHS GROUP PLC,Industrials,
SN..L,SMITH AND NEPHEW PLC,Health Care,
SNA,SNAP ON INC,Industrials,
SNAP,SNAP INC CLASS A,Communication,
SNOW,SNOWFLAKE CLASS A,Information Technology,
SNPS,SYNOPSYS INC,Information Technology,
SO,SOUTHERN,Utilities,
SOF.BR,SOFINA SA,Financials,
SOL.AX,WASHINGTON H SOUL PATTINSON & COMP,Energy,
SOLB.BR,SOLVAY SA,Materials,
SOON.SW,SONOVA HOLDING AG,Health Care,
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,
SPGI,S&P GLOBAL INC,Financials,
SPK.NZ,SPARK NEW ZEALAND LTD,Communication,
SPLK,SPLUNK INC,Information Technology,
SPSN.SW,SWISS PRIME SITE AG,Real Estate,
SPX.L,SPIRAX-SARCO ENGINEERING PLC,Industrials,
SQ,SQUARE INC CLASS A,Information Technology,
SRE,SEMPRA,Utilities,
SREN.SW,SWISS RE AG,Financials,
SRG.MI,SNAM,Utilities,
SRT3.DE,SARTORIUS PREF AG,Health Care,
SSE.L,SSE PLC,Utilities,
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Information Technology,
ST.L,SENSATA TECHNOLOGIES HOLDING PLC,Industrials,
STAN.L,STANDARD CHARTERED PLC,Financials,
STE,STERIS,Health Care,
STERV.HE,STORA ENSO CLASS R,Materials,
STJ.L,ST JAMESS PLACE PLC,Financials,
STLA.AS,STELLANTIS NV,Consumer Discretionary,
STLD,STEEL DYNAMICS INC,Materials,
STM,STMICROELECTRONICS NV,Information Technology,
STMN.SW,STRAUMANN HOLDING AG,Health Care,
STO.AX,SANTOS LTD,Energy,
STT,STATE STREET CORP,Financials,
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,Information Technology,
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,
SU.PA,SCHNEIDER ELECTRIC,Industrials,
SU.TO,SUNCOR ENERGY INC,Energy,
SUI,SUN COMMUNITIES REIT INC,Real Estate,
SUN.AX,SUNCORP GROUP LTD,Financials,
SVT.L,SEVERN TRENT PLC,Utilities,
SW.PA,SODEXO SA,Consumer Discretionary,
SWED-A.ST,SWEDBANK,Financials,
SWK,STANLEY BLACK & DECKER INC,Industrials,
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,
SWMA.ST,SWEDISH MATCH,Consumer Staples,
SY1.DE,SYMRISE AG,Materials,
SYD.AX,SYDNEY AIRPORT STAPLED UNITS LTD,Industrials,
SYF,SYNCHRONY FINANCIAL,Financials,
SYK,STRYKER CORP,Health Care,
SYY,SYSCO CORP,Consumer Staples,
T,AT&T INC,Communication,
T.TO,TELUS CORP,Communication,
TAH.AX,TABCORP HOLDINGS LTD,Consumer Discretionary,
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,
TCL.AX,TRANSURBAN GROUP STAPLED UNITS,Industrials,
TD.TO,TORONTO DOMINION,Financials,
TDG,TRANSDIGM GROUP INC,Industrials,
TDOC,TELADOC HEALTH INC,Health Care,
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,
TECH,BIO TECHNE CORP,Health Care,
TECK-B.TO,TECK RESOURCES SUBORDINATE VOTING,Materials,
TEF.MC,TELEFONICA SA,Communication,
TEL.OL,TELENOR,Communication,
TEL.SW,TE CONNECTIVITY LTD,Information Technology,
TEL2-B.ST,TELE2 B,Communication,
TELIA.ST,TELIA COMPANY,Communication,
TEMN.SW,TEMENOS AG,Information Technology,
TEN,TENARIS SA,Energy,
TEP.PA,TELEPERFORMANCE,Industrials,
TER,TERADYNE INC,Information Technology,
TEVA.TA,TEVA PHARMACEUTICAL INDUSTRIES LTD,Health Care,
TFC,TRUIST FINANCIAL CORP,Financials,
TFX,TELEFLEX INC,Health Care,
TGT,TARGET CORP,Consumer Discretionary,
TIH.TO,TOROMONT INDUSTRIES LTD,Industrials,
TIT.MI,TELECOM ITALIA,Communication,
TITR.MI,TELECOM ITALIA SAVING,Communication,
TJX,TJX INC,Consumer Discretionary,
TKWY.AS,JUST EAT TAKEAWAY.COM NV,Consumer Discretionary,
TLS.AX,TELSTRA CORPORATION LTD,Communication,
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,
TMUS,T MOBILE US INC,Communication,
TMV.DE,TEAMVIEWER AG,Information Technology,
TRI.TO,THOMSON REUTERS CORP,Industrials,
TRMB,TRIMBLE INC,Information Technology,
TRN.MI,TERNA RETE ELETTRICA NAZIONALE,Utilities,
TROW,T ROWE PRICE GROUP INC,Financials,
TRP.TO,TC ENERGY CORP,Energy,
TRU,TRANSUNION,Industrials,
TRV,TRAVELERS COMPANIES INC,Financials,
TRYG.CO,TRYG,Financials,
TSCO,TRACTOR SUPPLY,Consumer Discretionary,
TSCO.L,TESCO PLC,Consumer Staples,
TSLA,TESLA INC,Consumer Discretionary,
TSN,TYSON FOODS INC CLASS A,Consumer Staples,
TT,TRANE TECHNOLOGIES PLC,Industrials,
TTD,TRADE DESK INC CLASS A,Information Technology,
TTE.PA,TOTALENERGIES,Energy,
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,
TW,TRADEWEB MARKETS INC CLASS A,Financials,
TW.L,TAYLOR WIMPEY PLC,Consumer Discretionary,
TWE.AX,TREASURY WINE ESTATES LTD,Consumer Staples,
TWLO,TWILIO INC CLASS A,Information Technology,
TWTR,TWITTER INC,Communication,
TXG,10X GENOMICS INC CLASS A,Health Care,
TXN,TEXAS INSTRUMENT INC,Information Technology,
TXT,TEXTRON INC,Industrials,
TYL,TYLER TECHNOLOGIES INC,Information Technology,
U,UNITY SOFTWARE INC,Information Technology,
U11.SI,UNITED OVERSEAS BANK LTD,Financials,
UBER,UBER TECHNOLOGIES INC,Industrials,
UBI.PA,UBISOFT ENTERTAINMENT SA CAT A,Communication,
UBSG.SW,UBS GROUP AG,Financials,
UCB.BR,UCB SA,Health Care,
UCG.MI,UNICREDIT,Financials,
UDR,UDR REIT INC,Real Estate,
UGI,UGI CORP,Utilities,
UHAL,AMERCO,Industrials,
UHR.SW,THE SWATCH GROUP AG,Consumer Discretionary,
UHRN.SW,THE SWATCH GROUP AG,Consumer Discretionary,
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,
ULTA,ULTA BEAUTY INC,Consumer Discretionary,
ULVR.L,UNILEVER PLC,Consumer Staples,
UMI.BR,UMICORE SA,Materials,
UN01.DE,UNIPER,Utilities,
UNH,UNITEDHEALTH GROUP INC,Health Care,
UNP,UNION PACIFIC CORP,Industrials,
UPM.HE,UPM-KYMMENE,Materials,
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,
URI,UNITED RENTALS INC,Industrials,
URW.PA,UNIBAIL RODAMCO WE STAPLED UNITS,Real Estate,
USB,US BANCORP,Financials,
UTDI.DE,UNITED INTERNET AG,Communication,
UU..L,UNITED UTILITIES GROUP PLC,Utilities,
V,VISA INC CLASS A,Information Technology,
V03.SI,VENTURE CORPORATION LTD,Information Technology,
VCX.AX,VICINITY CENTRES,Real Estate,
VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,
VER,VEREIT INC,Real Estate,
VER.VI,VERBUND AG,Utilities,
VFC,VF CORP,Consumer Discretionary,
VIAC,VIACOMCBS INC CLASS B,Communication,
VICI,VICI PPTYS INC,Real Estate,
VIE.PA,VEOLIA ENVIRON. SA,Utilities,
VIFN.SW,VIFOR PHARMA AG,Health Care,
VIV.PA,VIVENDI,Communication,
VLO,VALERO ENERGY CORP,Energy,
VMC,VULCAN MATERIALS,Materials,
VMW,VMWARE CLASS A INC,Information Technology,
VNA.DE,VONOVIA SE,Real Estate,
VNO,VORNADO REALTY TRUST REIT,Real Estate,
VOD.L,VODAFONE GROUP PLC,Communication,
VOE.VI,VOESTALPINE AG,Materials,
VOLV-A.ST,VOLVO CLASS A,Industrials,
VOLV-B.ST,VOLVO CLASS B,Industrials,
VOW.DE,VOLKSWAGEN AG,Consumer Discretionary,
VOW3.DE,VOLKSWAGEN NON-VOTING PREF AG,Consumer Discretionary,
VOYA,VOYA FINANCIAL INC,Financials,
VPK.AS,KONINKLIJKE VOPAK NV,Energy,
VRSK,VERISK ANALYTICS INC,Industrials,
VRSN,VERISIGN INC,Information Technology,
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,
VST,VISTRA CORP,Utilities,
VTR,VENTAS REIT INC,Real Estate,
VTRS,VIATRIS INC,Health Care,
VWS.CO,VESTAS WIND SYSTEMS,Industrials,
VZ,VERIZON COMMUNICATIONS INC,Communication,
W,WAYFAIR INC CLASS A,Consumer Discretionary,
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,
WAT,WATER CORP,Health Care,
WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,
WBC.AX,WESTPAC BANKING CORPORATION CORP,Financials,
WCN.TO,WASTE CONNECTIONS INC,Industrials,
WDAY,WORKDAY INC CLASS A,Information Technology,
WDC,WESTERN DIGITAL CORP,Information Technology,
WEC,WEC ENERGY GROUP INC,Utilities,
WEED.TO,CANOPY GROWTH CORP,Health Care,
WELL,WELLTOWER INC,Real Estate,
WES.AX,WESFARMERS LTD,Consumer Discretionary,
WFC,WELLS FARGO,Financials,
WFG.TO,WEST FRASER TIMBER LTD,Materials,
WHR,WHIRLPOOL CORP,Consumer Discretionary,
WIX,WIX.COM LTD,Information Technology,
WKL.AS,WOLTERS KLUWER NV,Industrials,
WLN.PA,WORLDLINE SA,Information Technology,
WLTW,WILLIS TOWERS WATSON PLC,Financials,
WM,WASTE MANAGEMENT INC,Industrials,
WMB,WILLIAMS INC,Energy,
WMT,WALMART INC,Consumer Staples,
WN.TO,GEORGE WESTON LTD,Consumer Staples,
WOW.AX,WOOLWORTHS GROUP LTD,Consumer Staples,
WPC,W. P. CAREY REIT INC,Real Estate,
WPL.AX,WOODSIDE PETROLEUM LTD,Energy,
WPM.TO,WHEATON PRECIOUS METALS CORP,Materials,
WPP,WPP PLC,Communication,
WRB,WR BERKLEY CORP,Financials,
WRK,WESTROCK,Materials,
WRT1V.HE,WARTSILA,Industrials,
WSP.TO,WSP GLOBAL INC,Industrials,
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,
WTB.L,WHITBREAD PLC,Consumer Discretionary,
WTC.AX,WISETECHGLOBAL PTY LTD,Information Technology,
WTRG,ESSENTIAL UTILITIES INC,Utilities,
WU,WESTERN UNION,Information Technology,
WY,WEYERHAEUSER REIT,Real Estate,
WYNN,WYNN RESORTS LTD,Consumer Discretionary,
X.TO,TMX GROUP LTD,Financials,
XEL,XCEL ENERGY INC,Utilities,
XLNX,XILINX INC,Information Technology,
XOM,EXXON MOBIL CORP,Energy,
XRAY,DENTSPLY SIRONA INC,Health Care,
XRO.NZ,XERO LTD,Information Technology,
XYL,XYLEM INC,Industrials,
Y,ALLEGHANY CORP,Financials,
YAR.OL,YARA INTERNATIONAL,Materials,
YRI.TO,YAMANA GOLD INC,Materials,
YUM,YUM BRANDS INC,Consumer Discretionary,
Z,ZILLOW GROUP INC CLASS C,Communication,
Z74.SI,SINGAPORE TELECOMMUNICATIONS LTD,Communication,
ZAL.DE,ZALANDO,Consumer Discretionary,
ZBH,ZIMMER BIOMET HOLDINGS INC,Health Care,
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,
ZEN,ZENDESK INC,Information Technology,
ZG,ZILLOW GROUP INC CLASS A,Communication,
ZM,ZOOM VIDEO COMMUNICATIONS INC CLAS,Information Technology,
ZS,ZSCALER INC,Information Technology,
ZTS,ZOETIS INC CLASS A,Health Care,
ZURN.SW,ZURICH INSURANCE GROUP AG,Financials,
